,Survived,TicketSuffix,Age Fare,Age TicketSuffix,Fare^2,Fare OrdinalFare,Fare TicketSuffix,Parch TicketSuffix,Pclass TicketSuffix,SibSp TicketSuffix,OrdinalEmbarked TicketSuffix,OrdinalTitle TicketSuffix,OrdinalFare TicketSuffix,HasCabin TicketSuffix,TicketSuffix^2,TicketSuffix Male,TicketSuffix FamilySize,TicketSuffix IsAlone,TicketSuffix OrdinalAge,TicketSuffix Embarked_C,TicketSuffix Embarked_Q,TicketSuffix Embarked_S,TicketSuffix Title_Master.,TicketSuffix Title_Miss.,TicketSuffix Title_Mr.,TicketSuffix Title_Mrs.,TicketSuffix Title_Rare.,TicketSuffix Floor_B,TicketSuffix Floor_C,TicketSuffix Floor_D,TicketSuffix Floor_E,TicketSuffix Floor_F,TicketSuffix Floor_G,TicketSuffix Floor_Missing,TicketSuffix Floor_T,TicketSuffix TicketPrefix_A/4,TicketSuffix TicketPrefix_A/4.,TicketSuffix TicketPrefix_A/5,TicketSuffix TicketPrefix_A4.,TicketSuffix TicketPrefix_C.A.,TicketSuffix TicketPrefix_C.A./SOTON,TicketSuffix TicketPrefix_F.C.C.,TicketSuffix TicketPrefix_Fa,TicketSuffix TicketPrefix_Missing,TicketSuffix TicketPrefix_PC,TicketSuffix TicketPrefix_S.O.C.,TicketSuffix TicketPrefix_SO/C,TicketSuffix TicketPrefix_SOTON/O.Q.,TicketSuffix TicketPrefix_SOTON/O2,TicketSuffix TicketPrefix_SOTON/OQ,TicketSuffix TicketPrefix_STON/O2.
621,1.0,0.0037896803196835406,0.07428132078978207,0.0036174781121124057,0.010522444430768396,0.10257896680493714,0.0050183314717665625,0.0,0.001263226773227847,0.000947426800739691,0.0037896803196835406,0.0009474206909004729,0.003789707202958764,0.02997480208928426,1.4361676925396745e-05,0.0037896803196835406,0.0006316207184493548,0.0,0.0037897072029587637,0.0,0.0,0.0037896803196835406,0.0,0.0,0.0037896803196835406,0.0,0.0,0.0,0.0,0.047258120290472785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037897035370351383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,1.0,0.011913325854790078,0.13696300118671004,0.014079603015293535,0.023337580424132382,0.1527664244005612,0.023494130773335946,0.0,0.003971108618263359,0.0029783525914174563,0.023826651709580156,0.008935000153160837,0.011913410365669825,0.09422947441442912,0.00014192733292240974,0.0,0.0019855773576574753,0.0,0.011913410365669825,0.1057877316352475,0.0,0.0,0.0,0.0,0.0,0.011913333537547782,0.0,0.0,0.0,0.14856170938246388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011913398841388348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,0.0,0.010292724026599021,0.027385072749695125,0.00725180416614794,0.0026251879217258083,0.03842744079392703,0.006807834263494676,0.0020585594082472,0.006861816017732681,0.002573199260309,0.010292724026599021,0.002573182666062622,0.007719597780927,0.0,0.0001059401678877288,0.010292724026599021,0.0034309478352117506,0.0,0.0061756782247416,0.0,0.0,0.010292724026599021,0.0,0.0,0.010292724026599021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010292724026599021,0.0,0.0,0.0,0.0,0.0,0.6401227264523633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.12041658430918219,0.00948171336064713,0.09578740186678421,0.0002468843396609694,0.007856276784536194,0.02442482847494252,0.0,0.1204165843091822,0.0,0.12041658430918219,0.030104165491090074,0.06020871926082492,0.0,0.014500153776690384,0.12041658430918219,0.0,0.12041658430918219,0.09633395081731985,0.0,0.0,0.12041658430918219,0.0,0.0,0.12041658430918219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12041658430918219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12041732203741788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,1.0,0.00642565722884826,0.09994920561179049,0.004819317511637978,0.030859351896205423,0.17566830077223786,0.014571672516839008,0.0,0.0021418857429494204,0.001606425702811245,0.01927697168654478,0.003212830686337892,0.00642570281124498,0.05082428792948666,4.1289070822649907e-05,0.0,0.001070955303093571,0.0,0.005140562248995984,0.0,0.05056071446694069,0.0,0.0,0.006425661372675784,0.0,0.0,0.0,0.0,0.17510961925432547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006425696595425529,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,0.0,0.11776480766074542,0.004088831138664157,0.04817725787851243,0.0001735838544161555,0.0032937806394794595,0.020029432205822373,0.0,0.11776480766074543,0.0,0.35329442298223623,0.05888244180291264,0.0294414107655028,0.0,0.013868549923372364,0.0,0.0,0.11776480766074542,0.023553128612402236,0.0,0.9266402801035166,0.0,0.0,0.11776488360582528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11776480766074542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11776552914295886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,1.0,0.005726276933315749,0.049040427723909305,0.0029933274528470884,0.015293567838792294,0.12366716556464086,0.009141662878980463,0.0011452635108881934,0.0019087589777719166,0.0,0.011452553866631498,0.001431570156530375,0.005726317554440968,0.04529247939280177,3.2790247517024024e-05,0.005726276933315749,0.0009543905674246653,0.0,0.002290527021776387,0.05084808850814303,0.0,0.0,0.0,0.0,0.005726276933315749,0.0,0.0,0.0,0.0,0.07140789230311463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998873937278306,0.0,0.0,0.0,0.0,0.0,0.0
691,1.0,0.11261538243268908,0.0018060451271807536,0.010237920494657334,0.0006857932400471558,0.013093827172060464,0.03807086663845138,0.022523236260981298,0.11261538243268908,0.0,0.22523076486537816,0.05630772752848389,0.05630809065245325,0.0,0.012682224360460816,0.0,0.018769448280672837,0.0,0.022523236260981298,1.0,0.0,0.0,0.0,0.11261545505696778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11261538243268908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11261607236711856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,0.0,0.11942184562235979,0.007824306499912892,0.04071262294710502,0.0009153036164275744,0.02269048884974739,0.04664067371500498,0.0,0.1194218456223598,0.029855673194584844,0.35826553686707935,0.029855480659010777,0.08956701958375453,0.0,0.014261577211850736,0.11942184562235979,0.019903871980642838,0.0,0.023884538555667873,0.0,0.9396787943370377,0.0,0.0,0.0,0.11942184562235979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11942184562235979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1194225772563617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,0.0,0.00401764798632323,0.004955394116611498,0.0017349203005139334,0.0002288259041068936,0.0037817481416245646,0.0007845541485952534,0.0,0.00401764798632323,0.0,0.012052943958969688,0.0010044126443137832,0.0010044191216894878,0.0,1.6141495342007104e-05,0.00401764798632323,0.0,0.00401764798632323,0.0008035352973515902,0.0,0.03161313238950627,0.0,0.0,0.0,0.00401764798632323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00401764798632323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004017672600311225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869,1.0,0.11212720273354836,0.0014986727149329927,0.010193539835115591,0.00047222568533839297,0.010865377183264198,0.03145460514575744,0.02242559962854227,0.11212720273354837,0.02803199953567784,0.11212720273354836,0.11212727504300596,0.05606399907135568,0.0,0.012572509592850256,0.11212720273354836,0.037376168106018126,0.0,0.02242559962854227,0.0,0.0,0.11212720273354836,0.11212727504300596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11212720273354836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11212788967716099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,0.0,0.10092228559673197,0.005494682338809796,0.04816820000281996,0.00023030458138525344,0.0037939473291781927,0.01977137226634548,0.0,0.10092228559673197,0.0,0.10092228559673197,0.02523058767006899,0.02523075038008316,0.0,0.010185307730068333,0.10092228559673197,0.0,0.10092228559673197,0.04036920060813305,0.0,0.0,0.10092228559673197,0.0,0.0,0.10092228559673197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10092228559673197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100922903893789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,0.0,0.11149456827534883,0.010550193925688997,0.08362222045233741,0.00034383413686821473,0.009271382540756998,0.026688652910081642,0.0,0.11149456827534883,0.0,0.11149456827534883,0.027873660044207056,0.055747679598361334,0.0,0.012431038754906422,0.11149456827534883,0.0,0.11149456827534883,0.08919628735737813,0.0,0.0,0.11149456827534883,0.0,0.0,0.11149456827534883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11149456827534883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11149525134314729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,0.0,0.002732710006748746,0.005959910555354938,0.0013042681443100755,0.0002709548204009619,0.00823035267168063,0.0005806847693152515,0.0,0.002732710006748746,0.0,0.002732710006748746,0.0006831779422599768,0.001366364696038268,0.0,7.467703980984731e-06,0.002732710006748746,0.0,0.002732710006748746,0.0010930917568306143,0.0,0.0,0.002732710006748746,0.0,0.0,0.002732710006748746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002732710006748746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027327267486065513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,0.0,0.000698735408215284,0.02705369906692806,0.00046053728328629347,0.002927610532815617,0.04058054860039209,0.0004880539693267327,0.0,0.000465823605476856,0.00017468509122801928,0.001397470816430568,0.00017468396470529438,0.0005240552736840578,0.0,4.882311706937796e-07,0.000698735408215284,0.0001164572532017146,0.0,0.0004192442189472462,0.006204617816157776,0.0,0.0,0.0,0.0,0.000698735408215284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000698735408215284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,0.0,0.1016007070544546,0.005830370327354445,0.04618285435589578,0.0002858829646759405,0.008454036974663947,0.02217631164060459,0.0,0.1016007070544546,0.0,0.1016007070544546,0.05080038628775214,0.050800713895324374,0.0,0.010322703673965103,0.0,0.0,0.1016007070544546,0.040640571116259495,0.0,0.0,0.1016007070544546,0.0,0.10160077257550428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1016007070544546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10160132950783833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
871,1.0,0.003789035432366314,0.08312433516951802,0.0040474414007474185,0.010522444430768396,0.10257896680493714,0.0050174775057201465,0.0007578124622133657,0.0012630118107887715,0.0009472655777667072,0.003789035432366314,0.002841778406901589,0.0037890623110668287,0.029969701297641396,1.435678950772738e-05,0.0,0.001263026471964327,0.0,0.0037890623110668283,0.0,0.0,0.003789035432366314,0.0,0.0,0.0,0.003789037875868785,0.0,0.0,0.0,0.047250078408350694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037890586457670307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,0.0,0.07656166718848799,0.02680455968679836,0.1026638245065605,0.000694335417664622,0.013175122557917838,0.026043208543832456,0.0,0.05104111145899199,0.0,0.07656166718848799,0.019140429140542,0.038281105151235215,0.0,0.0058616888826807986,0.07656166718848799,0.0,0.07656166718848799,0.07656221030247042,0.0,0.0,0.07656166718848799,0.0,0.0,0.07656166718848799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07656166718848799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07656213624101908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,0.0,0.11764292395778954,0.006520255416594077,0.06684360498879652,0.0002288259041068936,0.0037817481416245646,0.022972954414661396,0.047057503397774154,0.11764292395778955,0.0,0.35292877187336863,0.05882149991213405,0.02941093962360885,0.0,0.013839857557338254,0.0,0.03921476318979157,0.0,0.047057503397774154,0.0,0.92568123001979,0.0,0.0,0.1176429998242681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764292395778954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764364469328649,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.03561873874873159,0.08224776380983703,0.0380478779962185,0.010301689818190057,0.10149724044618187,0.046669292696917955,0.0,0.011872912916243863,0.0,0.03561873874873159,0.00890469042970482,0.03561899142132561,0.28172947441442914,0.0012686945500503932,0.03561873874873159,0.0,0.03561873874873159,0.03561899142132561,0.0,0.0,0.03561873874873159,0.0,0.0,0.03561873874873159,0.0,0.0,0.0,0.970668611548026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03561895696576079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,0.0,0.9999919389085347,0.008534383347861977,0.7272781209592237,0.00023927665221433537,0.007734284908999916,0.19968484620718446,0.0,0.9999919389085347,0.0,0.9999919389085347,0.24999814594776734,0.4999995163310811,0.0,0.9999838778820506,0.9999919389085347,0.0,0.9999919389085347,0.7999992261297296,0.0,0.0,0.9999919389085347,0.0,0.0,0.9999919389085347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999919389085347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999993551079002
788,1.0,0.0007464570696900703,0.0006924090590783129,1.6965195977400338e-05,0.0016128035463352562,0.03011979406990661,0.00038698489847262556,0.0002985849459661206,0.0007464570696900704,0.0001866155912288254,0.0007464570696900703,0.0007464575510710779,0.0005598467736864761,0.0,5.571981568902866e-07,0.0007464570696900703,0.0003732328673216003,0.0,0.0001492924729830603,0.0,0.0,0.0007464570696900703,0.0007464575510710779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007464570696900703,0.0,0.0,0.0,0.0,0.0,0.0464234864740209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,1.0,0.9999938735704863,0.0008270207838079971,0.04545497050049219,0.0005752131999311813,0.011991801365215958,0.30960659870648644,0.2000001934675676,0.9999938735704864,0.0,0.9999938735704863,0.49999725922713434,0.500000483668919,0.0,0.9999877471785059,0.0,0.16666758026763778,0.0,0.2000001934675676,0.0,0.0,0.9999938735704863,0.0,0.9999945184542687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999938735704863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,1.0,0.011907199425276422,0.17199567899055854,0.008389293075013663,0.10355418909630368,0.32179836714362564,0.049464304915956304,0.004762913557078575,0.003969066475092141,0.0,0.011907199425276422,0.005953603552041635,0.011907283892696439,0.09418101689382193,0.0001417813981533032,0.0,0.003969112548438318,0.0,0.007144370335617863,0.0,0.0,0.011907199425276422,0.0,0.01190720710408327,0.0,0.0,0.0,0.0,0.32449056703250356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011907272374341325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,0.0,0.08020463564350241,0.01224966695040126,0.051040103554090575,0.0006438556136368785,0.012687155055772734,0.026271941034335246,0.0,0.053469757095668285,0.0,0.08020463564350241,0.02005117184162202,0.04010260230000694,0.0,0.006432783578706979,0.08020463564350241,0.0,0.08020463564350241,0.04812312276000832,0.0,0.0,0.08020463564350241,0.0,0.0,0.08020463564350241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08020463564350241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08020512701455972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,0.0,0.01137355517027121,0.22109807522194716,0.014992645679148528,0.0488843588668498,0.22109807522194713,0.032462326958081884,0.004549454340847936,0.0037911850567570703,0.0,0.02274711034054242,0.0028433906262343555,0.011373635852119842,0.08996011180935282,0.000129357757211203,0.01137355517027121,0.003791229065236806,0.0,0.01137363585211984,0.1009946858464851,0.0,0.0,0.0,0.0,0.01137355517027121,0.0,0.0,0.0,0.0,0.141830654046273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011373624849982169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.11261183555244433,0.007440070792844482,0.07166318632205661,0.00023751665056905133,0.0038528938034373215,0.02240420380955159,0.0,0.11261183555244433,0.0,0.11261183555244433,0.05630595408721784,0.028153158599875217,0.0,0.012681425506490766,0.0,0.0,0.11261183555244433,0.06756758063970052,0.0,0.0,0.11261183555244433,0.0,0.11261190817443568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11261183555244433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11261252546514396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,0.0,0.11261248043976155,0.009565805305085762,0.092138910057317,0.00023751665056905133,0.0038528938034373215,0.022404332110336482,0.0,0.11261248043976156,0.0,0.11261248043976155,0.0281531382655422,0.0281533198228482,0.0,0.01268157075079568,0.11261248043976155,0.0,0.11261248043976155,0.09009062343311423,0.0,0.0,0.11261248043976155,0.0,0.0,0.11261248043976155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11261248043976155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11261317035641207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,0.0,0.11260732134122374,0.005048619466573042,0.048626641369886155,0.00023751665056905133,0.0038528938034373215,0.02240330570405736,0.0,0.11260732134122375,0.0,0.11260732134122374,0.028151848490075987,0.02815203003906433,0.0,0.012680408819645625,0.11260732134122374,0.0,0.11260732134122374,0.02252162403125146,0.0,0.0,0.11260732134122374,0.0,0.0,0.11260732134122374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11260732134122374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11260801122626721,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,1.0,0.11753587266312988,0.0020991015825035124,0.013356555889628642,0.0005929019661656671,0.012174789178520372,0.03694539622913176,0.0,0.1175358726631299,0.0,0.11753587266312988,0.05876797423028619,0.05876835322018705,0.0,0.013814681362683484,0.0,0.0,0.11753587266312988,0.02350734128807482,0.0,0.0,0.11753587266312988,0.0,0.11753594846057237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11753587266312988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11753659274278061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
