1stFlrSF|Attr|size|count|sum|mean|geo_mean|median|mode|mode_cnt|mode_prct|var|sdev|neg_cnt|neg_perc|zero_cnt|zero_perc|pos_cnt|pos_perc|nan_cnt|nan_perc|nunique|minimum|maximum|range|quartile_1|quartile_3|iqr|skew|kurtosis
530|logSalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
536|logSalePrice|1|1|11.35|11.35|11.35|11.35|11.35|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.35|11.35|0.0|11.35|11.35|0.0|0.0|-3.0
540|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
546|logSalePrice|15|3|33.94|11.31|11.31|11.33||12|80.0|0.01|0.08|0|0.0|0|0.0|3|20.0|12|80.0|3|11.23|11.39|0.16|11.28|11.36|0.08|-0.39|-1.5
548|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
551|logSalePrice|1|1|11.91|11.91|11.91|11.91|11.91|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.91|11.91|0.0|11.91|11.91|0.0|0.0|-3.0
561|logSalePrice|3|1|11.73|11.73|11.73|11.73||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|11.73|11.73|0.0|11.73|11.73|0.0|0.0|-3.0
565|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
567|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
572|logSalePrice|3|2|22.95|11.47|11.47|11.47|11.67|1|33.33|0.08|0.28|0|0.0|0|0.0|2|66.67|1|33.33|2|11.28|11.67|0.39|11.38|11.57|0.2|0.0|-2.0
575|logSalePrice|1|1|11.95|11.95|11.95|11.95|11.95|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.95|11.95|0.0|11.95|11.95|0.0|0.0|-3.0
576|logSalePrice|2|1|11.84|11.84|11.84|11.84|11.84|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.84|11.84|0.0|11.84|11.84|0.0|0.0|-3.0
581|logSalePrice|1|1|11.52|11.52|11.52|11.52|11.52|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.52|11.52|0.0|11.52|11.52|0.0|0.0|-3.0
585|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
596|logSalePrice|1|1|11.26|11.26|11.26|11.26|11.26|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.26|11.26|0.0|11.26|11.26|0.0|0.0|-3.0
599|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
600|logSalePrice|7|2|22.47|11.23|11.21|11.23||5|71.43|0.96|0.98|0|0.0|0|0.0|2|28.57|5|71.43|2|10.54|11.93|1.38|10.89|11.58|0.69|0.0|-2.0
605|logSalePrice|1|1|11.36|11.36|11.36|11.36|11.36|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.36|11.36|0.0|11.36|11.36|0.0|0.0|-3.0
608|logSalePrice|4|0|0.0|||||4|100.0|||0|0.0|0|0.0|0|0.0|4|100.0|0|||||||0.0|0.0
612|logSalePrice|3|2|24.08|12.04|12.04|12.04|12.01|1|33.33|0.0|0.04|0|0.0|0|0.0|2|66.67|1|33.33|2|12.01|12.07|0.05|12.02|12.05|0.03|0.0|-2.0
616|logSalePrice|7|5|58.68|11.74|11.73|11.65||2|28.57|0.12|0.34|0|0.0|0|0.0|5|71.43|2|28.57|5|11.4|12.21|0.81|11.46|11.96|0.5|0.38|-1.41
617|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
621|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
624|logSalePrice|7|2|23.48|11.74|11.74|11.74||5|71.43|0.12|0.35|0|0.0|0|0.0|2|28.57|5|71.43|2|11.49|11.98|0.49|11.62|11.86|0.25|0.0|-2.0
625|logSalePrice|2|2|24.07|12.03|12.03|12.03|12.05|1|50.0|0.0|0.03|0|0.0|0|0.0|2|100.0|0|0.0|2|12.01|12.05|0.04|12.02|12.04|0.02|0.0|-2.0
626|logSalePrice|1|1|11.7|11.7|11.7|11.7|11.7|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.7|11.7|0.0|11.7|11.7|0.0|0.0|-3.0
628|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
630|logSalePrice|12|9|102.85|11.43|11.43|11.36||3|25.0|0.03|0.16|0|0.0|0|0.0|9|75.0|3|25.0|9|11.23|11.69|0.46|11.3|11.57|0.27|0.49|-1.24
636|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
640|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
641|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
646|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
647|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
649|logSalePrice|1|1|10.6|10.6|10.6|10.6|10.6|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|10.6|10.6|0.0|10.6|10.6|0.0|0.0|-3.0
658|logSalePrice|1|1|11.3|11.3|11.3|11.3|11.3|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.3|11.3|0.0|11.3|11.3|0.0|0.0|-3.0
660|logSalePrice|3|2|23.95|11.97|11.97|11.97||1|33.33|0.0|0.03|0|0.0|0|0.0|2|66.67|1|33.33|2|11.95|12.0|0.04|11.96|11.98|0.02|-0.0|-2.0
661|logSalePrice|1|1|11.84|11.84|11.84|11.84|11.84|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.84|11.84|0.0|11.84|11.84|0.0|0.0|-3.0
662|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
663|logSalePrice|1|1|11.97|11.97|11.97|11.97|11.97|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.97|11.97|0.0|11.97|11.97|0.0|0.0|-3.0
664|logSalePrice|2|1|12.1|12.1|12.1|12.1||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.1|12.1|0.0|12.1|12.1|0.0|0.0|-3.0
665|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
666|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
671|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
672|logSalePrice|17|11|128.06|11.64|11.64|11.64||6|35.29|0.06|0.24|0|0.0|0|0.0|11|64.71|6|35.29|10|11.29|11.98|0.69|11.51|11.81|0.3|-0.16|-1.05
673|logSalePrice|1|1|12.01|12.01|12.01|12.01|12.01|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.01|12.01|0.0|12.01|12.01|0.0|0.0|-3.0
676|logSalePrice|3|1|11.1|11.1|11.1|11.1||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|11.1|11.1|0.0|11.1|11.1|0.0|0.0|-3.0
679|logSalePrice|1|1|11.7|11.7|11.7|11.7|11.7|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.7|11.7|0.0|11.7|11.7|0.0|0.0|-3.0
680|logSalePrice|4|1|12.13|12.13|12.13|12.13||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|12.13|12.13|0.0|12.13|12.13|0.0|0.0|-3.0
682|logSalePrice|1|1|11.61|11.61|11.61|11.61|11.61|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.61|11.61|0.0|11.61|11.61|0.0|0.0|-3.0
684|logSalePrice|6|3|35.32|11.77|11.77|11.65||3|50.0|0.06|0.25|0|0.0|0|0.0|3|50.0|3|50.0|3|11.61|12.07|0.46|11.63|11.86|0.23|0.69|-1.5
686|logSalePrice|3|1|11.66|11.66|11.66|11.66||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|11.66|11.66|0.0|11.66|11.66|0.0|0.0|-3.0
687|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
689|logSalePrice|2|2|23.98|11.99|11.99|11.99|11.99|1|50.0|0.0|0.0|0|0.0|0|0.0|2|100.0|0|0.0|2|11.99|11.99|0.0|11.99|11.99|0.0|0.0|-2.0
691|logSalePrice|3|2|23.5|11.75|11.75|11.75|12.14|1|33.33|0.3|0.55|0|0.0|0|0.0|2|66.67|1|33.33|2|11.36|12.14|0.78|11.56|11.95|0.39|0.0|-2.0
693|logSalePrice|1|1|10.87|10.87|10.87|10.87|10.87|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|10.87|10.87|0.0|10.87|10.87|0.0|0.0|-3.0
694|logSalePrice|3|3|34.55|11.52|11.52|11.56|11.41|1|33.33|0.01|0.09|0|0.0|0|0.0|3|100.0|0|0.0|3|11.41|11.57|0.16|11.49|11.57|0.08|-0.69|-1.5
696|logSalePrice|1|1|11.95|11.95|11.95|11.95|11.95|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.95|11.95|0.0|11.95|11.95|0.0|0.0|-3.0
697|logSalePrice|2|2|23.57|11.78|11.78|11.78|11.55|1|50.0|0.11|0.33|0|0.0|0|0.0|2|100.0|0|0.0|2|11.55|12.02|0.47|11.67|11.9|0.23|0.0|-2.0
698|logSalePrice|8|5|58.3|11.66|11.65|11.68||3|37.5|0.12|0.34|0|0.0|0|0.0|5|62.5|3|37.5|5|11.13|11.98|0.85|11.56|11.94|0.38|-0.63|-0.88
702|logSalePrice|1|1|12.07|12.07|12.07|12.07|12.07|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.07|12.07|0.0|12.07|12.07|0.0|0.0|-3.0
703|logSalePrice|2|1|11.89|11.89|11.89|11.89||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.89|11.89|0.0|11.89|11.89|0.0|0.0|-3.0
704|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
707|logSalePrice|4|2|23.9|11.95|11.95|11.95||2|50.0|0.04|0.2|0|0.0|0|0.0|2|50.0|2|50.0|2|11.81|12.09|0.28|11.88|12.02|0.14|0.0|-2.0
708|logSalePrice|2|2|23.42|11.71|11.7|11.71|12.1|1|50.0|0.3|0.55|0|0.0|0|0.0|2|100.0|0|0.0|2|11.32|12.1|0.78|11.52|11.91|0.39|0.0|-2.0
709|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
712|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
713|logSalePrice|3|1|12.12|12.12|12.12|12.12||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|12.12|12.12|0.0|12.12|12.12|0.0|0.0|-3.0
714|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
715|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
716|logSalePrice|3|2|24.07|12.04|12.04|12.04|12.15|1|33.33|0.02|0.16|0|0.0|0|0.0|2|66.67|1|33.33|2|11.93|12.15|0.22|11.98|12.09|0.11|0.0|-2.0
717|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
720|logSalePrice|9|5|58.0|11.6|11.6|11.61||4|44.44|0.06|0.25|0|0.0|0|0.0|5|55.56|4|44.44|4|11.19|11.81|0.62|11.57|11.81|0.24|-0.82|-0.62
723|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
725|logSalePrice|6|2|23.9|11.95|11.95|11.95||4|66.67|0.06|0.24|0|0.0|0|0.0|2|33.33|4|66.67|2|11.78|12.12|0.34|11.87|12.04|0.17|0.0|-2.0
727|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
728|logSalePrice|12|6|72.35|12.06|12.06|12.07||6|50.0|0.0|0.07|0|0.0|0|0.0|6|50.0|6|50.0|6|11.96|12.15|0.19|12.02|12.09|0.07|-0.25|-0.94
729|logSalePrice|4|3|35.01|11.67|11.66|12.07|12.08|1|25.0|0.49|0.7|0|0.0|0|0.0|3|75.0|1|25.0|3|10.86|12.08|1.22|11.47|12.08|0.61|-0.71|-1.5
730|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
732|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
733|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
734|logSalePrice|3|2|23.83|11.91|11.91|11.91|12.17|1|33.33|0.13|0.36|0|0.0|0|0.0|2|66.67|1|33.33|2|11.66|12.17|0.5|11.79|12.04|0.25|0.0|-2.0
735|logSalePrice|2|2|23.59|11.8|11.8|11.8|11.6|1|50.0|0.08|0.28|0|0.0|0|0.0|2|100.0|0|0.0|2|11.6|12.0|0.4|11.7|11.9|0.2|-0.0|-2.0
736|logSalePrice|2|1|11.64|11.64|11.64|11.64||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.64|11.64|0.0|11.64|11.64|0.0|0.0|-3.0
738|logSalePrice|6|1|12.06|12.06|12.06|12.06||5|83.33|||0|0.0|0|0.0|1|16.67|5|83.33|1|12.06|12.06|0.0|12.06|12.06|0.0|0.0|-3.0
740|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
741|logSalePrice|3|1|11.74|11.74|11.74|11.74||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|11.74|11.74|0.0|11.74|11.74|0.0|0.0|-3.0
742|logSalePrice|3|3|35.88|11.96|11.96|12.06|11.76|1|33.33|0.03|0.17|0|0.0|0|0.0|3|100.0|0|0.0|3|11.76|12.07|0.31|11.91|12.06|0.15|-0.71|-1.5
743|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
744|logSalePrice|5|0|0.0|||||5|100.0|||0|0.0|0|0.0|0|0.0|5|100.0|0|||||||0.0|0.0
745|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
747|logSalePrice|3|2|22.58|11.29|11.29|11.29|11.29|1|33.33|0.0|0.0|0|0.0|0|0.0|2|66.67|1|33.33|2|11.29|11.29|0.0|11.29|11.29|0.0|0.0|-2.0
750|logSalePrice|1|1|12.07|12.07|12.07|12.07|12.07|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.07|12.07|0.0|12.07|12.07|0.0|0.0|-3.0
751|logSalePrice|3|1|11.76|11.76|11.76|11.76||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|11.76|11.76|0.0|11.76|11.76|0.0|0.0|-3.0
752|logSalePrice|3|1|11.74|11.74|11.74|11.74||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|11.74|11.74|0.0|11.74|11.74|0.0|0.0|-3.0
753|logSalePrice|1|1|12.09|12.09|12.09|12.09|12.09|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.09|12.09|0.0|12.09|12.09|0.0|0.0|-3.0
754|logSalePrice|6|1|12.03|12.03|12.03|12.03||5|83.33|||0|0.0|0|0.0|1|16.67|5|83.33|1|12.03|12.03|0.0|12.03|12.03|0.0|0.0|-3.0
755|logSalePrice|2|1|11.59|11.59|11.59|11.59||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.59|11.59|0.0|11.59|11.59|0.0|0.0|-3.0
756|logSalePrice|7|4|47.73|11.93|11.93|11.92||3|42.86|0.03|0.18|0|0.0|0|0.0|4|57.14|3|42.86|4|11.74|12.14|0.39|11.8|12.06|0.26|0.08|-1.73
757|logSalePrice|4|2|23.86|11.93|11.93|11.93||2|50.0|0.06|0.24|0|0.0|0|0.0|2|50.0|2|50.0|2|11.76|12.1|0.34|11.84|12.01|0.17|0.0|-2.0
759|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
760|logSalePrice|4|1|12.02|12.02|12.02|12.02||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|12.02|12.02|0.0|12.02|12.02|0.0|0.0|-3.0
761|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
763|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
764|logSalePrice|8|6|71.63|11.94|11.93|12.06||2|25.0|0.14|0.38|0|0.0|0|0.0|6|75.0|2|25.0|6|11.2|12.28|1.08|11.97|12.07|0.1|-1.45|0.68
765|logSalePrice|5|2|23.45|11.73|11.73|11.73||3|60.0|0.0|0.01|0|0.0|0|0.0|2|40.0|3|60.0|2|11.72|11.74|0.02|11.72|11.73|0.01|-0.0|-2.0
767|logSalePrice|1|1|11.8|11.8|11.8|11.8|11.8|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.8|11.8|0.0|11.8|11.8|0.0|0.0|-3.0
768|logSalePrice|13|5|58.94|11.79|11.79|11.79||8|61.54|0.0|0.01|0|0.0|0|0.0|5|38.46|8|61.54|5|11.77|11.8|0.03|11.78|11.8|0.02|-0.14|-1.42
769|logSalePrice|3|2|24.17|12.09|12.09|12.09|12.08|1|33.33|0.0|0.0|0|0.0|0|0.0|2|66.67|1|33.33|2|12.08|12.09|0.0|12.08|12.09|0.0|-0.0|-2.0
770|logSalePrice|1|1|12.13|12.13|12.13|12.13|12.13|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.13|12.13|0.0|12.13|12.13|0.0|0.0|-3.0
772|logSalePrice|1|1|11.51|11.51|11.51|11.51|11.51|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.51|11.51|0.0|11.51|11.51|0.0|0.0|-3.0
773|logSalePrice|3|3|35.5|11.83|11.83|11.75|11.75|1|33.33|0.08|0.28|0|0.0|0|0.0|3|100.0|0|0.0|3|11.61|12.14|0.54|11.68|11.95|0.27|0.5|-1.5
774|logSalePrice|8|5|59.63|11.93|11.92|12.04||3|37.5|0.21|0.46|0|0.0|0|0.0|5|62.5|3|37.5|5|11.28|12.5|1.23|11.71|12.1|0.39|-0.24|-0.96
778|logSalePrice|3|2|23.89|11.95|11.94|11.95|11.7|1|33.33|0.12|0.35|0|0.0|0|0.0|2|66.67|1|33.33|2|11.7|12.19|0.49|11.82|12.07|0.25|-0.0|-2.0
779|logSalePrice|2|2|23.41|11.7|11.7|11.7|11.28|1|50.0|0.35|0.59|0|0.0|0|0.0|2|100.0|0|0.0|2|11.28|12.12|0.84|11.49|11.91|0.42|0.0|-2.0
780|logSalePrice|9|5|58.67|11.73|11.73|11.74||4|44.44|0.03|0.18|0|0.0|0|0.0|5|55.56|4|44.44|5|11.45|11.93|0.48|11.69|11.86|0.17|-0.57|-0.8
781|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
782|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
783|logSalePrice|1|1|12.09|12.09|12.09|12.09|12.09|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.09|12.09|0.0|12.09|12.09|0.0|0.0|-3.0
784|logSalePrice|6|2|22.84|11.42|11.42|11.42||4|66.67|0.07|0.26|0|0.0|0|0.0|2|33.33|4|66.67|2|11.24|11.6|0.37|11.33|11.51|0.18|0.0|-2.0
786|logSalePrice|2|2|24.07|12.03|12.03|12.03|11.81|1|50.0|0.1|0.31|0|0.0|0|0.0|2|100.0|0|0.0|2|11.81|12.25|0.44|11.92|12.14|0.22|-0.0|-2.0
788|logSalePrice|3|2|23.64|11.82|11.81|11.82|12.12|1|33.33|0.19|0.43|0|0.0|0|0.0|2|66.67|1|33.33|2|11.51|12.12|0.61|11.67|11.97|0.3|0.0|-2.0
789|logSalePrice|3|2|23.13|11.57|11.56|11.57|11.65|1|33.33|0.02|0.12|0|0.0|0|0.0|2|66.67|1|33.33|2|11.48|11.65|0.18|11.52|11.61|0.09|0.0|-2.0
790|logSalePrice|2|2|23.57|11.79|11.78|11.79|12.15|1|50.0|0.27|0.52|0|0.0|0|0.0|2|100.0|0|0.0|2|11.42|12.15|0.74|11.6|11.97|0.37|0.0|-2.0
792|logSalePrice|6|3|35.43|11.81|11.8|11.6||3|50.0|0.22|0.47|0|0.0|0|0.0|3|50.0|3|50.0|3|11.48|12.35|0.87|11.54|11.97|0.43|0.65|-1.5
793|logSalePrice|2|1|11.69|11.69|11.69|11.69||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.69|11.69|0.0|11.69|11.69|0.0|0.0|-3.0
794|logSalePrice|1|1|12.08|12.08|12.08|12.08|12.08|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.08|12.08|0.0|12.08|12.08|0.0|0.0|-3.0
795|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
796|logSalePrice|8|5|57.5|11.5|11.5|11.63||3|37.5|0.14|0.38|0|0.0|0|0.0|5|62.5|3|37.5|5|10.92|11.87|0.96|11.35|11.74|0.39|-0.7|-0.88
797|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
798|logSalePrice|7|5|59.33|11.87|11.86|12.03||2|28.57|0.08|0.29|0|0.0|0|0.0|5|71.43|2|28.57|5|11.48|12.12|0.63|11.64|12.06|0.43|-0.48|-1.59
799|logSalePrice|2|1|12.09|12.09|12.09|12.09||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.09|12.09|0.0|12.09|12.09|0.0|0.0|-3.0
800|logSalePrice|2|2|23.06|11.53|11.52|11.53|11.0|1|50.0|0.56|0.75|0|0.0|0|0.0|2|100.0|0|0.0|2|11.0|12.06|1.06|11.27|11.8|0.53|-0.0|-2.0
801|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
802|logSalePrice|2|2|24.11|12.06|12.06|12.06|12.13|1|50.0|0.01|0.1|0|0.0|0|0.0|2|100.0|0|0.0|2|11.98|12.13|0.15|12.02|12.09|0.07|0.0|-2.0
803|logSalePrice|2|2|23.11|11.56|11.56|11.56|11.74|1|50.0|0.07|0.26|0|0.0|0|0.0|2|100.0|0|0.0|2|11.37|11.74|0.37|11.47|11.65|0.18|0.0|-2.0
804|logSalePrice|7|5|60.16|12.03|12.03|12.03||2|28.57|0.05|0.23|0|0.0|0|0.0|5|71.43|2|28.57|5|11.69|12.28|0.59|11.95|12.21|0.26|-0.47|-1.0
