PassengerId|Dataset|Survived|PclassxAge|AgexFare|male|AgexEmbarked|Age|PclassxFare|FarexEmbarked|Fare|Priv|AgexFamSize|AgexSibSp|SibSpxEmbarked|FarexFamSize|SibSpxFare|PclassxEmbarked|SibSpxFamSize|Pclass|Embarked|FamSize|SibSp
40|train|1.0|0.05668252775690792|0.00767981797641048|0|0.1296305079922212|14.0|0.0073141123584861715|0.021942337075458514|11.2417|0|0.03414634146341464|0.1320754716981132|0.16666666666666666|0.008548821292775665|0.014248035487959443|0.125|0.0125|1|2|1|1
41|train|0.0|0.1652057767760247|0.018493968331299484|0|0.1865484039273348|40.0|0.006164656110433162|0.009246984165649742|9.475|0|0.0975609756097561|0.37735849056603776|0.08333333333333333|0.00720532319391635|0.012008871989860583|0.0|0.0125|1|1|1|1
42|train|0.0|0.22364137240170295|0.02766775737162746|0|0.1248873499976284|27.0|0.02732618012012589|0.020494635090094415|21.0|0|0.06585365853658537|0.25471698113207547|0.08333333333333333|0.01596958174904943|0.026615969581749048|0.125|0.0125|2|1|1|1
44|train|1.0|0.02329075882794891|0.006086789509557526|0|0.025281032111179623|3.0|0.05410479564051135|0.08115719346076702|41.5792|0|0.02195121951219512|0.02830188679245283|0.16666666666666666|0.09485749049429658|0.052698605830164766|0.375|0.0375|2|2|3|1
45|train|1.0|0.07755238333750729|0.0073051077315132535|0|0.2671820898354124|19.0|0.005126391390535617|0.023068761257410274|7.8792|0|0.0|0.0|0.0|0.0|0.0|0.25|0.0|1|3|0|0
50|train|0.0|0.07337841222138741|0.01563447876872917|0|0.08219892804629321|18.0|0.011581095384243829|0.017371643076365743|17.8|0|0.04390243902439024|0.16981132075471697|0.08333333333333333|0.013536121673003804|0.022560202788339673|0.0|0.0125|1|1|1|1
51|train|0.0|0.027464729944068785|0.013556347168968702|1|0.03002419010577242|7.0|0.02582161365517848|0.03873242048276772|39.6875|1|0.08536585365853659|0.2641509433962264|0.3333333333333333|0.15090304182509506|0.2012040557667934|0.0|0.25|1|1|5|4
52|train|0.0|0.08590032556974704|0.007992907685136821|1|0.09642840203007161|21.0|0.005074862022309093|0.00761229303346364|7.8|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
53|train|1.0|0.6118206862008515|0.18346264472140178|0|0.4616515676137172|49.0|0.14976542426236883|0.1497654242623688|76.7292|0|0.11951219512195121|0.46226415094339623|0.16666666666666666|0.05834920152091255|0.09724866920152092|0.625|0.0125|3|2|1|1
54|train|1.0|0.24033725686618246|0.036792749661740926|0|0.134373665986814|29.0|0.033832413482060626|0.025374310111545468|26.0|0|0.07073170731707316|0.27358490566037735|0.08333333333333333|0.01977186311787072|0.032953105196451206|0.125|0.0125|2|1|1|1
55|train|0.0|0.8121712997746056|0.19658493015818734|1|0.6134326234406868|65.0|0.12097534163580762|0.1209753416358076|61.9792|0|0.15853658536585366|0.0|0.0|0.04713247148288973|0.0|0.625|0.0|3|2|1|0
57|train|1.0|0.17355371900826444|0.010759683422299568|0|0.09642840203007161|21.0|0.013663090060062945|0.010247317545047208|10.5|0|0.0|0.0|0.0|0.0|0.0|0.125|0.0|2|1|0|0
58|train|0.0|0.11720510894064612|0.010053701799546072|1|0.2671820898354124|28.5|0.004703486222009859|0.014110458666029575|7.2292|0|0.0|0.0|0.0|0.0|0.0|0.125|0.0|1|2|0|0
59|train|1.0|0.03998664329242842|0.006770549092263333|0|0.02053787411658682|5.0|0.03610959515873778|0.027082196369053336|27.75|0|0.036585365853658534|0.04716981132075472|0.08333333333333333|0.06330798479087453|0.03517110266159696|0.125|0.0375|2|1|3|1
60|train|0.0|0.04416061440854829|0.02517424343566597|1|0.04899682208414362|11.0|0.030514234467473908|0.04577135170121086|46.9|1|0.1878048780487805|0.5188679245283019|0.4166666666666667|0.2496577946768061|0.29721166032953106|0.0|0.4375|1|1|7|5
61|train|0.0|0.09007429668586692|0.007760752266316266|1|0.205521035905706|22.0|0.004703486222009859|0.014110458666029575|7.2292|0|0.0|0.0|0.0|0.0|0.0|0.125|0.0|1|2|0|0
62|train|1.0|0.4740796393688955|0.14834212065211194|0|0.1770620879381492|38.0|0.15614960068643366|0.07807480034321682|80.0|0|0.0|0.0|0.0|0.0|0.0|0.25|0.0|3|1|0|0
63|train|0.0|0.561733032807413|0.1832988925870319|1|0.2102641939002988|45.0|0.1629323489662506|0.08146617448312529|83.475|0|0.10975609756097561|0.42452830188679247|0.08333333333333333|0.06347908745247148|0.10579847908745246|0.25|0.0125|3|1|1|1
64|train|0.0|0.014942816595709157|0.005445717323939373|1|0.015794716121994023|4.0|0.01815239107979791|0.027228586619696866|27.9|1|0.04878048780487805|0.11320754716981132|0.25|0.10608365019011406|0.10608365019011405|0.0|0.1875|1|1|5|3
67|train|1.0|0.24033725686618246|0.01485861044031845|0|0.134373665986814|29.0|0.013663090060062945|0.010247317545047208|10.5|0|0.0|0.0|0.0|0.0|0.0|0.125|0.0|2|1|0|0
68|train|0.0|0.07755238333750729|0.007563872018225781|1|0.086942086040886|19.0|0.005307980363667216|0.007961970545500822|8.1583|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
69|train|1.0|0.06920444110526754|0.006574142172649928|0|0.07745577005170041|17.0|0.005156189939333278|0.007734284908999916|7.925|0|0.24878048780487805|0.6415094339622641|0.3333333333333333|0.03615969581749049|0.04017743979721166|0.0|0.3|1|1|6|4
70|train|0.0|0.10677018115034642|0.010990248067063129|1|0.12014419200303561|26.0|0.005636024649775965|0.008454036974663947|8.6625|0|0.12682926829268293|0.49056603773584906|0.16666666666666666|0.01317490494296578|0.021958174904942965|0.0|0.05|1|1|2|2
71|train|0.0|0.26538108356290174|0.01639570807207553|1|0.1486031399705924|32.0|0.013663090060062945|0.010247317545047208|10.5|0|0.0|0.0|0.0|0.0|0.0|0.125|0.0|2|1|0|0
72|train|0.0|0.06503046998914767|0.03661708136096869|0|0.07271261205710762|16.0|0.030514234467473908|0.04577135170121086|46.9|0|0.2731707317073171|0.7547169811320755|0.4166666666666667|0.2496577946768061|0.29721166032953106|0.0|0.4375|1|1|7|5
73|train|0.0|0.17355371900826444|0.07531778395609698|1|0.09642840203007161|21.0|0.09564163042044062|0.07173122281533045|73.5|0|0.0|0.0|0.0|0.0|0.0|0.125|0.0|2|1|0|0
74|train|0.0|0.10677018115034642|0.018338267660715026|1|0.2434662998624484|26.0|0.009404239826007705|0.028212719478023115|14.4542|0|0.06341463414634146|0.24528301886792453|0.16666666666666666|0.010991787072243346|0.018319645120405577|0.125|0.0125|1|2|1|1
75|train|1.0|0.13181400784706568|0.08821796610460618|1|0.1486031399705924|32.0|0.036757485876919245|0.055136228815378864|56.4958|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
76|train|0.0|0.10259621003422655|0.009332378478525135|1|0.1154010340084428|25.0|0.004977268521880073|0.007465902782820109|7.65|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
79|train|1.0|0.005175724183988647|0.001174537777663268|1|0.0007589052791348475|0.83|0.037736153499221464|0.028302115124416098|29.0|1|0.004048780487804878|0.0|0.0|0.04410646387832699|0.0|0.125|0.0|2|1|2|0
80|train|1.0|0.12346606561482593|0.01826218376778056|0|0.13911682398140682|30.0|0.008116526119013583|0.012174789178520372|12.475|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
81|train|0.0|0.09007429668586692|0.00966175654247308|1|0.1011715600246644|22.0|0.005855610025741262|0.008783415038611892|9.0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
82|train|1.0|0.11929209449870605|0.013443504684097645|1|0.134373665986814|29.0|0.006180921693837999|0.009271382540756998|9.5|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
84|train|0.0|0.34886050588529927|0.06435315418289646|1|0.1296305079922212|28.0|0.09193307740413782|0.045966538702068904|47.1|0|0.0|0.0|0.0|0.0|0.0|0.25|0.0|3|1|0|0
85|train|1.0|0.14016195007930543|0.008710219913290126|0|0.07745577005170041|17.0|0.013663090060062945|0.010247317545047208|10.5|0|0.0|0.0|0.0|0.0|0.0|0.125|0.0|2|1|0|0
86|train|1.0|0.13598797896318557|0.025523140199699722|0|0.1533462979651852|33.0|0.010312379878666556|0.015468569817999833|15.85|0|0.24146341463414633|0.9339622641509434|0.25|0.03615969581749049|0.06026615969581749|0.0|0.1125|1|1|3|3
87|train|0.0|0.06503046998914767|0.02683821261798078|1|0.07271261205710762|16.0|0.022365177181650653|0.03354776577247598|34.375|0|0.15609756097560976|0.1509433962264151|0.08333333333333333|0.10456273764258556|0.04356780735107731|0.0|0.05|1|1|4|1
89|train|1.0|0.2862509391435011|0.29517154204757406|0|0.10591471801925721|23.0|0.5133418122566507|0.25667090612832527|263.0|0|0.2804878048780488|0.6509433962264151|0.25|1.0|1.0|0.25|0.1875|3|1|5|3
90|train|0.0|0.09842223891810667|0.009427532141443432|1|0.11065787601385|24.0|0.005237517856357463|0.007856276784536194|8.05|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
91|train|0.0|0.11929209449870605|0.01139160133757748|1|0.134373665986814|29.0|0.005237517856357463|0.007856276784536194|8.05|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
92|train|0.0|0.08172635445362716|0.007665188710696169|1|0.09168524403547881|20.0|0.00511012580713078|0.007665188710696169|7.8542|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
93|train|0.0|0.5742549461557727|0.13731649494114329|1|0.2150073518948916|46.0|0.11940564777490721|0.05970282388745361|61.175|0|0.11219512195121951|0.4339622641509434|0.08333333333333333|0.04652091254752851|0.07753485424588086|0.25|0.0125|3|1|1|1
94|train|0.0|0.10677018115034642|0.026103821527252394|1|0.12014419200303561|26.0|0.013386575142180718|0.020079862713271075|20.575|0|0.1902439024390244|0.24528301886792453|0.08333333333333333|0.04693916349809885|0.026077313054499365|0.0|0.0375|1|1|3|1
95|train|0.0|0.24451122798230235|0.02087280990425687|1|0.276668405824598|59.0|0.004717019187402683|0.0070755287811040245|7.25|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
97|train|0.0|0.8873027798647634|0.120061876231142|1|0.6703505193758005|71.0|0.06764049365134762|0.06764049365134761|34.6542|0|0.0|0.0|0.0|0.0|0.0|0.625|0.0|3|2|0|0
98|train|1.0|0.2862509391435011|0.07110862019966849|1|0.2150073518948916|23.0|0.12366716556464087|0.12366716556464086|63.3583|0|0.05609756097560976|0.0|0.0|0.04818121673003802|0.0|0.625|0.0|3|2|1|0
99|train|1.0|0.28207696802738125|0.03815905866774722|0|0.158089455959778|34.0|0.029928673464899785|0.022446505098674834|23.0|0|0.08292682926829269|0.0|0.0|0.01749049429657795|0.0|0.125|0.0|2|1|1|0
100|train|0.0|0.28207696802738125|0.04313632718962729|1|0.158089455959778|34.0|0.033832413482060626|0.025374310111545468|26.0|0|0.08292682926829269|0.32075471698113206|0.08333333333333333|0.01977186311787072|0.032953105196451206|0.125|0.0125|2|1|1|1
101|train|0.0|0.11511812338258617|0.010788102649624499|0|0.1296305079922212|28.0|0.005137191737916429|0.007705787606874642|7.8958|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
103|train|0.0|0.26120711244678185|0.0791989554762836|1|0.09642840203007161|21.0|0.15085515328815924|0.07542757664407962|77.2875|0|0.05121951219512195|0.0|0.0|0.05877376425855513|0.0|0.25|0.0|3|1|1|0
104|train|0.0|0.13598797896318557|0.013935795578311755|1|0.1533462979651852|33.0|0.005630624476085558|0.008445936714128337|8.6542|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
105|train|0.0|0.15268386342766507|0.014308427081649843|1|0.1723189299435564|37.0|0.005156189939333278|0.007734284908999916|7.925|0|0.18048780487804877|0.6981132075471698|0.16666666666666666|0.012053231939163498|0.02008871989860583|0.0|0.05|1|1|2|2
106|train|0.0|0.11511812338258617|0.010788102649624499|1|0.1296305079922212|28.0|0.005137191737916429|0.007705787606874642|7.8958|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
107|train|1.0|0.08590032556974704|0.007839197921961114|0|0.09642840203007161|21.0|0.004977268521880073|0.007465902782820109|7.65|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
109|train|0.0|0.15685783454378494|0.01464099645306182|1|0.1770620879381492|38.0|0.005137191737916429|0.007705787606874642|7.8958|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
111|train|0.0|0.5867768595041323|0.11925925752426368|1|0.21975050988948439|47.0|0.10149724044618187|0.050748620223090936|52.0|0|0.0|0.0|0.0|0.0|0.0|0.25|0.0|3|1|0|0
112|train|0.0|0.05876951331496786|0.010227110810783379|0|0.134373665986814|14.5|0.009404239826007705|0.028212719478023115|14.4542|0|0.03536585365853658|0.13679245283018868|0.16666666666666666|0.010991787072243346|0.018319645120405577|0.125|0.0125|1|2|1|1
113|train|0.0|0.09007429668586692|0.008641904462989812|1|0.1011715600246644|22.0|0.005237517856357463|0.007856276784536194|8.05|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
114|train|0.0|0.08172635445362716|0.009588561417151316|0|0.09168524403547881|20.0|0.0063923742781008775|0.009588561417151316|9.825|0|0.04878048780487805|0.18867924528301888|0.08333333333333333|0.007471482889733839|0.012452471482889733|0.0|0.0125|1|1|1|1
115|train|0.0|0.06920444110526754|0.011993806911649774|0|0.158089455959778|17.0|0.009406907381686098|0.028220722145058292|14.4583|0|0.0|0.0|0.0|0.0|0.0|0.125|0.0|1|2|0|0
116|train|0.0|0.08590032556974704|0.008120999154449911|1|0.09642840203007161|21.0|0.005156189939333278|0.007734284908999916|7.925|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
117|train|0.0|0.29251189581768094|0.02666132439845318|1|1.0|70.5|0.00504233085549942|0.02269048884974739|7.75|0|0.0|0.0|0.0|0.0|0.0|0.25|0.0|1|3|0|0
118|train|0.0|0.24033725686618246|0.0297172208806369|1|0.134373665986814|29.0|0.02732618012012589|0.020494635090094415|21.0|0|0.07073170731707316|0.27358490566037735|0.08333333333333333|0.01596958174904943|0.026615969581749048|0.125|0.0125|2|1|1|1
119|train|0.0|0.29877285249186075|0.2898770556118995|1|0.2244936678840772|24.0|0.4831284260198326|0.4831284260198326|247.5208|0|0.05853658536585366|0.0|0.0|0.1882287452471483|0.0|0.625|0.0|3|2|1|0
120|train|0.0|0.0065948743634694044|0.0030522367259176323|0|0.006308400132808424|2.0|0.020348244839450885|0.030522367259176324|31.275|0|0.02926829268292683|0.07547169811320754|0.3333333333333333|0.1426996197718631|0.1585551330798479|0.0|0.3|1|1|6|4
121|train|0.0|0.17355371900826444|0.07531778395609698|1|0.09642840203007161|21.0|0.09564163042044062|0.07173122281533045|73.5|0|0.1024390243902439|0.39622641509433965|0.16666666666666666|0.11178707224334601|0.18631178707224336|0.125|0.05|2|1|2|2
123|train|0.0|0.2695550546790216|0.04768911278139133|1|0.3051273537921548|32.5|0.03912952843601341|0.058694292654020104|30.0708|0|0.07926829268292683|0.30660377358490565|0.16666666666666666|0.022867528517110266|0.03811254752851711|0.375|0.0125|2|2|1|1
124|train|1.0|0.2695550546790216|0.02061662696563069|0|0.1509747189678888|32.5|0.016916206741030313|0.012687155055772734|13.0|0|0.0|0.0|0.0|0.0|0.0|0.125|0.0|2|1|0|0
125|train|0.0|0.6744302529426497|0.20365445693901496|1|0.252952615851634|54.0|0.15085515328815924|0.07542757664407962|77.2875|0|0.13170731707317074|0.0|0.0|0.05877376425855513|0.0|0.25|0.0|3|1|1|0
126|train|1.0|0.04833458552466817|0.006582701122637554|1|0.11065787601385|12.0|0.0073141123584861715|0.021942337075458514|11.2417|1|0.02926829268292683|0.11320754716981132|0.16666666666666666|0.008548821292775665|0.014248035487959443|0.125|0.0125|1|2|1|1
128|train|1.0|0.09842223891810667|0.008363802024167274|1|0.11065787601385|24.0|0.00464655668009293|0.006969835020139395|7.1417|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
130|train|0.0|0.18607563235662408|0.015316079973579486|1|0.2102641939002988|45.0|0.004538097769949478|0.0068071466549242165|6.975|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
131|train|0.0|0.13598797896318557|0.012714549551343159|1|0.30987051178674757|33.0|0.005137191737916429|0.015411575213749284|7.8958|0|0.0|0.0|0.0|0.0|0.0|0.125|0.0|1|2|0|0
132|train|0.0|0.08172635445362716|0.006880341780245982|1|0.09168524403547881|20.0|0.0045868945201639885|0.006880341780245982|7.05|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
133|train|0.0|0.19442357458886383|0.03325498527118891|0|0.21975050988948439|47.0|0.009434038374805366|0.014151057562208049|14.5|0|0.11463414634146342|0.44339622641509435|0.08333333333333333|0.011026615969581748|0.018377693282636248|0.0|0.0125|1|1|1|1
134|train|1.0|0.24033725686618246|0.036792749661740926|0|0.134373665986814|29.0|0.033832413482060626|0.025374310111545468|26.0|0|0.07073170731707316|0.27358490566037735|0.08333333333333333|0.01977186311787072|0.032953105196451206|0.125|0.0125|2|1|1|1
135|train|0.0|0.20694548793722345|0.015858943819715917|1|0.1154010340084428|25.0|0.016916206741030313|0.012687155055772734|13.0|0|0.0|0.0|0.0|0.0|0.0|0.125|0.0|2|1|0|0
136|train|0.0|0.19024960347274394|0.01688628132068209|1|0.2150073518948916|23.0|0.01957829718339953|0.02936744577509929|15.0458|0|0.0|0.0|0.0|0.0|0.0|0.375|0.0|2|2|0|0
137|train|1.0|0.2361632857500626|0.02436825287334784|0|0.086942086040886|19.0|0.05130158499652177|0.025650792498260883|26.2833|0|0.09268292682926829|0.0|0.0|0.03997460076045627|0.0|0.25|0.0|3|1|2|0
138|train|0.0|0.4615577260205359|0.09587097514644881|1|0.1723189299435564|37.0|0.10364429745562034|0.051822148727810165|53.1|0|0.09024390243902439|0.3490566037735849|0.08333333333333333|0.04038022813688213|0.06730038022813688|0.25|0.0125|3|1|1|1
139|train|0.0|0.06503046998914767|0.007195920123233264|1|0.07271261205710762|16.0|0.005996600102694387|0.00899490015404158|9.2167|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
140|train|0.0|0.29877285249186075|0.09275286280774159|1|0.2244936678840772|24.0|0.15458810467956932|0.15458810467956932|79.2|0|0.0|0.0|0.0|0.0|0.0|0.625|0.0|3|2|0|0
142|train|1.0|0.09007429668586692|0.008319845911574041|0|0.1011715600246644|22.0|0.00504233085549942|0.007563496283249129|7.75|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
143|train|1.0|0.09842223891810667|0.018562283781599798|0|0.11065787601385|24.0|0.010312379878666556|0.015468569817999833|15.85|0|0.05853658536585366|0.22641509433962265|0.08333333333333333|0.012053231939163498|0.02008871989860583|0.0|0.0125|1|1|1|1
144|train|0.0|0.07755238333750729|0.006258183215010973|1|0.2671820898354124|19.0|0.004391707519305946|0.01976268383687676|6.75|0|0.0|0.0|0.0|0.0|0.0|0.25|0.0|1|3|0|0
145|train|0.0|0.14850989231154518|0.010100927294403676|1|0.08219892804629321|18.0|0.014964336732449892|0.011223252549337417|11.5|0|0.0|0.0|0.0|0.0|0.0|0.125|0.0|2|1|0|0
146|train|0.0|0.15685783454378494|0.034072330837281964|1|0.086942086040886|19.0|0.04782081521022031|0.03586561140766523|36.75|0|0.09268292682926829|0.1792452830188679|0.08333333333333333|0.055893536121673006|0.04657794676806084|0.125|0.025|2|1|2|1
147|train|1.0|0.1109441522664663|0.010271062043701588|1|0.1248873499976284|27.0|0.005072129404297081|0.007608194106445621|7.7958|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|1|0|0
148|train|0.0|0.03581267217630854|0.01509649459761419|0|0.03951050609495802|9.0|0.022365177181650653|0.03354776577247598|34.375|0|0.08780487804878048|0.16981132075471697|0.16666666666666666|0.10456273764258556|0.08713561470215463|0.0|0.1|1|1|4|2
149|train|0.0|0.3029468236079806|0.046308115953570476|1|0.16994735094626|36.5|0.033832413482060626|0.025374310111545468|26.0|0|0.17804878048780487|0.0|0.0|0.03954372623574144|0.0|0.125|0.0|2|1|2|0
150|train|0.0|0.34886050588529927|0.02664302561712274|1|0.1960347199165204|42.0|0.016916206741030313|0.012687155055772734|13.0|1|0.0|0.0|0.0|0.0|0.0|0.125|0.0|2|1|0|0
151|train|0.0|0.423991985975457|0.03117014411827395|1|0.2387231418678556|51.0|0.016298114571646514|0.012223585928734884|12.525|1|0.0|0.0|0.0|0.0|0.0|0.125|0.0|2|1|0|0
