GrLivArea|Attr|size|count|sum|mean|geo_mean|median|mode|mode_cnt|mode_prct|var|sdev|neg_cnt|neg_perc|zero_cnt|zero_perc|pos_cnt|pos_perc|nan_cnt|nan_perc|nunique|minimum|maximum|range|quartile_1|quartile_3|iqr|skew|kurtosis
864|SalePrice|41|22|2478483.0|112658.32|109725.59|120250.0||19|46.34|550337965.08|23459.28|0|0.0|0|0.0|22|53.66|19|46.34|20|58500.0|141000.0|82500.0|102737.5|128250.0|25512.5|-1.22|0.45
865|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
866|SalePrice|1|1|110500.0|110500.0|110500.0|110500.0|110500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|110500.0|110500.0|0.0|110500.0|110500.0|0.0|0.0|-3.0
868|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
869|SalePrice|2|1|85500.0|85500.0|85500.0|85500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|85500.0|85500.0|0.0|85500.0|85500.0|0.0|0.0|-3.0
872|SalePrice|2|1|123000.0|123000.0|123000.0|123000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|123000.0|123000.0|0.0|123000.0|123000.0|0.0|0.0|-3.0
874|SalePrice|4|1|130000.0|130000.0|130000.0|130000.0||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|130000.0|130000.0|0.0|130000.0|130000.0|0.0|0.0|-3.0
875|SalePrice|2|1|105000.0|105000.0|105000.0|105000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|105000.0|105000.0|0.0|105000.0|105000.0|0.0|0.0|-3.0
876|SalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
879|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
882|SalePrice|7|4|419200.0|104800.0|104649.8|104850.0||3|42.86|41860000.0|6469.93|0|0.0|0|0.0|4|57.14|3|42.86|4|97000.0|112500.0|15500.0|101650.0|108000.0|6350.0|-0.02|-1.17
883|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
884|SalePrice|3|1|144000.0|144000.0|144000.0|144000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|144000.0|144000.0|0.0|144000.0|144000.0|0.0|0.0|-3.0
886|SalePrice|1|1|91300.0|91300.0|91300.0|91300.0|91300.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|91300.0|91300.0|0.0|91300.0|91300.0|0.0|0.0|-3.0
887|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
888|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
889|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
890|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
892|SalePrice|4|2|210000.0|105000.0|104880.88|105000.0||2|50.0|50000000.0|7071.07|0|0.0|0|0.0|2|50.0|2|50.0|2|100000.0|110000.0|10000.0|102500.0|107500.0|5000.0|0.0|-2.0
893|SalePrice|1|1|135000.0|135000.0|135000.0|135000.0|135000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|135000.0|135000.0|0.0|135000.0|135000.0|0.0|0.0|-3.0
894|SalePrice|15|11|1366600.0|124236.36|122759.19|128200.0||4|26.67|355858545.45|18864.21|0|0.0|0|0.0|11|73.33|4|26.67|11|81000.0|149900.0|68900.0|116500.0|134250.0|17750.0|-0.95|0.62
896|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
897|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
898|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
899|SalePrice|2|1|130000.0|130000.0|130000.0|130000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|130000.0|130000.0|0.0|130000.0|130000.0|0.0|0.0|-3.0
900|SalePrice|3|3|379800.0|126600.0|126469.25|123000.0|123000.0|1|33.33|50680000.0|7118.99|0|0.0|0|0.0|3|100.0|0|0.0|3|122000.0|134800.0|12800.0|122500.0|128900.0|6400.0|0.69|-1.5
901|SalePrice|1|1|107900.0|107900.0|107900.0|107900.0|107900.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|107900.0|107900.0|0.0|107900.0|107900.0|0.0|0.0|-3.0
902|SalePrice|2|2|256500.0|128250.0|128220.51|128250.0|131000.0|1|50.0|15125000.0|3889.09|0|0.0|0|0.0|2|100.0|0|0.0|2|125500.0|131000.0|5500.0|126875.0|129625.0|2750.0|0.0|-2.0
904|SalePrice|4|3|289900.0|96633.33|92745.21|109900.0|109900.0|1|25.0|973003333.33|31193.0|0|0.0|0|0.0|3|75.0|1|25.0|3|61000.0|119000.0|58000.0|85450.0|114450.0|29000.0|-0.64|-1.5
906|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
907|SalePrice|3|1|109008.0|109008.0|109008.0|109008.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|109008.0|109008.0|0.0|109008.0|109008.0|0.0|0.0|-3.0
908|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
909|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
910|SalePrice|1|1|116000.0|116000.0|116000.0|116000.0|116000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|116000.0|116000.0|0.0|116000.0|116000.0|0.0|0.0|-3.0
912|SalePrice|14|9|1144000.0|127111.11|125009.37|125000.0||5|35.71|533798611.11|23104.08|0|0.0|0|0.0|9|64.29|5|35.71|9|80500.0|156000.0|75500.0|115000.0|144000.0|29000.0|-0.7|-0.16
913|SalePrice|1|1|129000.0|129000.0|129000.0|129000.0|129000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|129000.0|129000.0|0.0|129000.0|129000.0|0.0|0.0|-3.0
914|SalePrice|5|1|148000.0|148000.0|148000.0|148000.0||4|80.0|||0|0.0|0|0.0|1|20.0|4|80.0|1|148000.0|148000.0|0.0|148000.0|148000.0|0.0|0.0|-3.0
918|SalePrice|2|1|99500.0|99500.0|99500.0|99500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|99500.0|99500.0|0.0|99500.0|99500.0|0.0|0.0|-3.0
919|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
922|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
923|SalePrice|2|2|262500.0|131250.0|130722.99|131250.0|119500.0|1|50.0|276125000.0|16617.01|0|0.0|0|0.0|2|100.0|0|0.0|2|119500.0|143000.0|23500.0|125375.0|137125.0|11750.0|0.0|-2.0
924|SalePrice|4|3|312900.0|104300.0|102646.67|110000.0|122900.0|1|25.0|484470000.0|22010.68|0|0.0|0|0.0|3|75.0|1|25.0|3|80000.0|122900.0|42900.0|95000.0|116450.0|21450.0|-0.44|-1.5
925|SalePrice|6|1|117500.0|117500.0|117500.0|117500.0||5|83.33|||0|0.0|0|0.0|1|16.67|5|83.33|1|117500.0|117500.0|0.0|117500.0|117500.0|0.0|0.0|-3.0
926|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
928|SalePrice|2|2|244500.0|122250.0|121860.58|122250.0|112500.0|1|50.0|190125000.0|13788.58|0|0.0|0|0.0|2|100.0|0|0.0|2|112500.0|132000.0|19500.0|117375.0|127125.0|9750.0|0.0|-2.0
930|SalePrice|2|1|84900.0|84900.0|84900.0|84900.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|84900.0|84900.0|0.0|84900.0|84900.0|0.0|0.0|-3.0
932|SalePrice|1|1|124000.0|124000.0|124000.0|124000.0|124000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|124000.0|124000.0|0.0|124000.0|124000.0|0.0|0.0|-3.0
934|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
935|SalePrice|2|2|216500.0|108250.0|104362.35|108250.0|137000.0|1|50.0|1653125000.0|40658.64|0|0.0|0|0.0|2|100.0|0|0.0|2|79500.0|137000.0|57500.0|93875.0|122625.0|28750.0|0.0|-2.0
936|SalePrice|12|3|362000.0|120666.67|118868.53|129000.0||9|75.0|604333333.33|24583.19|0|0.0|0|0.0|3|25.0|9|75.0|3|93000.0|140000.0|47000.0|111000.0|134500.0|23500.0|-0.55|-1.5
938|SalePrice|1|1|130250.0|130250.0|130250.0|130250.0|130250.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|130250.0|130250.0|0.0|130250.0|130250.0|0.0|0.0|-3.0
941|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
943|SalePrice|3|1|135960.0|135960.0|135960.0|135960.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|135960.0|135960.0|0.0|135960.0|135960.0|0.0|0.0|-3.0
944|SalePrice|1|1|82000.0|82000.0|82000.0|82000.0|82000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|82000.0|82000.0|0.0|82000.0|82000.0|0.0|0.0|-3.0
945|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
948|SalePrice|5|3|338000.0|112666.67|112572.22|111000.0||2|40.0|32333333.33|5686.24|0|0.0|0|0.0|3|60.0|2|40.0|3|108000.0|119000.0|11000.0|109500.0|115000.0|5500.0|0.49|-1.5
949|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
950|SalePrice|2|1|119500.0|119500.0|119500.0|119500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|119500.0|119500.0|0.0|119500.0|119500.0|0.0|0.0|-3.0
951|SalePrice|2|1|106500.0|106500.0|106500.0|106500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|106500.0|106500.0|0.0|106500.0|106500.0|0.0|0.0|-3.0
952|SalePrice|5|3|395750.0|131916.67|131678.03|135750.0||2|40.0|92020833.33|9592.75|0|0.0|0|0.0|3|60.0|2|40.0|3|121000.0|139000.0|18000.0|128375.0|137375.0|9000.0|-0.62|-1.5
954|SalePrice|2|2|252250.0|126125.0|125963.78|126125.0|132500.0|1|50.0|81281250.0|9015.61|0|0.0|0|0.0|2|100.0|0|0.0|2|119750.0|132500.0|12750.0|122937.5|129312.5|6375.0|0.0|-2.0
955|SalePrice|1|1|127000.0|127000.0|127000.0|127000.0|127000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|127000.0|127000.0|0.0|127000.0|127000.0|0.0|0.0|-3.0
958|SalePrice|3|3|423250.0|141083.33|140737.6|143750.0|151500.0|1|33.33|143395833.33|11974.8|0|0.0|0|0.0|3|100.0|0|0.0|3|128000.0|151500.0|23500.0|135875.0|147625.0|11750.0|-0.39|-1.5
960|SalePrice|12|5|589250.0|117850.0|116583.46|112000.0||7|58.33|379175000.0|19472.42|0|0.0|0|0.0|5|41.67|7|58.33|5|94750.0|145000.0|50250.0|108500.0|129000.0|20500.0|0.3|-1.15
964|SalePrice|2|1|163500.0|163500.0|163500.0|163500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|163500.0|163500.0|0.0|163500.0|163500.0|0.0|0.0|-3.0
965|SalePrice|2|1|119900.0|119900.0|119900.0|119900.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|119900.0|119900.0|0.0|119900.0|119900.0|0.0|0.0|-3.0
967|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
968|SalePrice|4|3|202400.0|67466.67|62526.82|64500.0||1|25.0|970703333.33|31156.11|0|0.0|0|0.0|3|75.0|1|25.0|3|37900.0|100000.0|62100.0|51200.0|82250.0|31050.0|0.17|-1.5
