2ndFlrSF|Attr|size|count|sum|mean|geo_mean|median|mode|mode_cnt|mode_prct|var|sdev|neg_cnt|neg_perc|zero_cnt|zero_perc|pos_cnt|pos_perc|nan_cnt|nan_perc|nunique|minimum|maximum|range|quartile_1|quartile_3|iqr|skew|kurtosis
297|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
299|SalePrice|1|1|109000.0|109000.0|109000.0|109000.0|109000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|109000.0|109000.0|0.0|109000.0|109000.0|0.0|0.0|-3.0
304|SalePrice|1|1|136500.0|136500.0|136500.0|136500.0|136500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|136500.0|136500.0|0.0|136500.0|136500.0|0.0|0.0|-3.0
308|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
312|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
316|SalePrice|1|1|127000.0|127000.0|127000.0|127000.0|127000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|127000.0|127000.0|0.0|127000.0|127000.0|0.0|0.0|-3.0
319|SalePrice|2|1|102776.0|102776.0|102776.0|102776.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|102776.0|102776.0|0.0|102776.0|102776.0|0.0|0.0|-3.0
320|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
322|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
325|SalePrice|1|1|119900.0|119900.0|119900.0|119900.0|119900.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|119900.0|119900.0|0.0|119900.0|119900.0|0.0|0.0|-3.0
328|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
330|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
332|SalePrice|1|1|160000.0|160000.0|160000.0|160000.0|160000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|160000.0|160000.0|0.0|160000.0|160000.0|0.0|0.0|-3.0
336|SalePrice|2|1|87000.0|87000.0|87000.0|87000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|87000.0|87000.0|0.0|87000.0|87000.0|0.0|0.0|-3.0
341|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
343|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
348|SalePrice|2|1|96500.0|96500.0|96500.0|96500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|96500.0|96500.0|0.0|96500.0|96500.0|0.0|0.0|-3.0
349|SalePrice|1|1|131000.0|131000.0|131000.0|131000.0|131000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|131000.0|131000.0|0.0|131000.0|131000.0|0.0|0.0|-3.0
351|SalePrice|2|1|100000.0|100000.0|100000.0|100000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|100000.0|100000.0|0.0|100000.0|100000.0|0.0|0.0|-3.0
356|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
358|SalePrice|1|1|125500.0|125500.0|125500.0|125500.0|125500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|125500.0|125500.0|0.0|125500.0|125500.0|0.0|0.0|-3.0
360|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
363|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
368|SalePrice|3|1|37900.0|37900.0|37900.0|37900.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|37900.0|37900.0|0.0|37900.0|37900.0|0.0|0.0|-3.0
370|SalePrice|1|1|170000.0|170000.0|170000.0|170000.0|170000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|170000.0|170000.0|0.0|170000.0|170000.0|0.0|0.0|-3.0
371|SalePrice|1|1|89500.0|89500.0|89500.0|89500.0|89500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|89500.0|89500.0|0.0|89500.0|89500.0|0.0|0.0|-3.0
375|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
376|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
378|SalePrice|4|1|126000.0|126000.0|126000.0|126000.0||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|126000.0|126000.0|0.0|126000.0|126000.0|0.0|0.0|-3.0
380|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
384|SalePrice|2|2|234500.0|117250.0|117243.34|117250.0|118500.0|1|50.0|3125000.0|1767.77|0|0.0|0|0.0|2|100.0|0|0.0|2|116000.0|118500.0|2500.0|116625.0|117875.0|1250.0|0.0|-2.0
390|SalePrice|1|1|134900.0|134900.0|134900.0|134900.0|134900.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|134900.0|134900.0|0.0|134900.0|134900.0|0.0|0.0|-3.0
396|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
400|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
403|SalePrice|1|1|140000.0|140000.0|140000.0|140000.0|140000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|140000.0|140000.0|0.0|140000.0|140000.0|0.0|0.0|-3.0
406|SalePrice|2|2|234000.0|117000.0|116982.9|117000.0|115000.0|1|50.0|8000000.0|2828.43|0|0.0|0|0.0|2|100.0|0|0.0|2|115000.0|119000.0|4000.0|116000.0|118000.0|2000.0|0.0|-2.0
408|SalePrice|3|2|232500.0|116250.0|115704.36|116250.0||1|33.33|253125000.0|15909.9|0|0.0|0|0.0|2|66.67|1|33.33|2|105000.0|127500.0|22500.0|110625.0|121875.0|11250.0|0.0|-2.0
412|SalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
420|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
423|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
424|SalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
425|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
428|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
430|SalePrice|2|1|68400.0|68400.0|68400.0|68400.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|68400.0|68400.0|0.0|68400.0|68400.0|0.0|0.0|-3.0
432|SalePrice|3|2|256500.0|128250.0|128230.26|128250.0||1|33.33|10125000.0|3181.98|0|0.0|0|0.0|2|66.67|1|33.33|2|126000.0|130500.0|4500.0|127125.0|129375.0|2250.0|0.0|-2.0
434|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
436|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
438|SalePrice|1|1|241000.0|241000.0|241000.0|241000.0|241000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|241000.0|241000.0|0.0|241000.0|241000.0|0.0|0.0|-3.0
439|SalePrice|1|1|108000.0|108000.0|108000.0|108000.0|108000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|108000.0|108000.0|0.0|108000.0|108000.0|0.0|0.0|-3.0
441|SalePrice|1|1|98000.0|98000.0|98000.0|98000.0|98000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|98000.0|98000.0|0.0|98000.0|98000.0|0.0|0.0|-3.0
442|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
444|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
445|SalePrice|2|2|274900.0|137450.0|135073.31|137450.0|162900.0|1|50.0|1295405000.0|35991.74|0|0.0|0|0.0|2|100.0|0|0.0|2|112000.0|162900.0|50900.0|124725.0|150175.0|25450.0|0.0|-2.0
448|SalePrice|3|2|252450.0|126225.0|125724.9|126225.0||1|33.33|252001250.0|15874.55|0|0.0|0|0.0|2|66.67|1|33.33|2|115000.0|137450.0|22450.0|120612.5|131837.5|11225.0|0.0|-2.0
450|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
453|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
454|SalePrice|1|1|91500.0|91500.0|91500.0|91500.0|91500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|91500.0|91500.0|0.0|91500.0|91500.0|0.0|0.0|-3.0
455|SalePrice|1|1|66500.0|66500.0|66500.0|66500.0|66500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|66500.0|66500.0|0.0|66500.0|66500.0|0.0|0.0|-3.0
456|SalePrice|1|1|121600.0|121600.0|121600.0|121600.0|121600.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|121600.0|121600.0|0.0|121600.0|121600.0|0.0|0.0|-3.0
457|SalePrice|1|1|104900.0|104900.0|104900.0|104900.0|104900.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|104900.0|104900.0|0.0|104900.0|104900.0|0.0|0.0|-3.0
462|SalePrice|6|1|91000.0|91000.0|91000.0|91000.0||5|83.33|||0|0.0|0|0.0|1|16.67|5|83.33|1|91000.0|91000.0|0.0|91000.0|91000.0|0.0|0.0|-3.0
464|SalePrice|2|1|117000.0|117000.0|117000.0|117000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|117000.0|117000.0|0.0|117000.0|117000.0|0.0|0.0|-3.0
465|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
466|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
467|SalePrice|2|2|299000.0|149500.0|149479.1|149500.0|147000.0|1|50.0|12500000.0|3535.53|0|0.0|0|0.0|2|100.0|0|0.0|2|147000.0|152000.0|5000.0|148250.0|150750.0|2500.0|0.0|-2.0
468|SalePrice|3|1|134432.0|134432.0|134432.0|134432.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|134432.0|134432.0|0.0|134432.0|134432.0|0.0|0.0|-3.0
472|SalePrice|2|2|276500.0|138250.0|138211.79|138250.0|135000.0|1|50.0|21125000.0|4596.19|0|0.0|0|0.0|2|100.0|0|0.0|2|135000.0|141500.0|6500.0|136625.0|139875.0|3250.0|0.0|-2.0
473|SalePrice|3|1|135000.0|135000.0|135000.0|135000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|135000.0|135000.0|0.0|135000.0|135000.0|0.0|0.0|-3.0
475|SalePrice|1|1|166000.0|166000.0|166000.0|166000.0|166000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|166000.0|166000.0|0.0|166000.0|166000.0|0.0|0.0|-3.0
476|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
477|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
482|SalePrice|1|1|230500.0|230500.0|230500.0|230500.0|230500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|230500.0|230500.0|0.0|230500.0|230500.0|0.0|0.0|-3.0
486|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
488|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
492|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
493|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
494|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
495|SalePrice|3|1|95000.0|95000.0|95000.0|95000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|95000.0|95000.0|0.0|95000.0|95000.0|0.0|0.0|-3.0
496|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
498|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
499|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
500|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
501|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
502|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
504|SalePrice|17|9|1019900.0|113322.22|108072.52|100000.0||8|47.06|1882196944.44|43384.29|0|0.0|0|0.0|9|52.94|8|47.06|9|83000.0|223500.0|140500.0|89500.0|118000.0|28500.0|2.05|2.93
505|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
510|SalePrice|2|1|140000.0|140000.0|140000.0|140000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|140000.0|140000.0|0.0|140000.0|140000.0|0.0|0.0|-3.0
511|SalePrice|1|1|185000.0|185000.0|185000.0|185000.0|185000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|185000.0|185000.0|0.0|185000.0|185000.0|0.0|0.0|-3.0
512|SalePrice|3|1|110000.0|110000.0|110000.0|110000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|110000.0|110000.0|0.0|110000.0|110000.0|0.0|0.0|-3.0
514|SalePrice|1|1|189950.0|189950.0|189950.0|189950.0|189950.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|189950.0|189950.0|0.0|189950.0|189950.0|0.0|0.0|-3.0
516|SalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
517|SalePrice|2|1|145000.0|145000.0|145000.0|145000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|145000.0|145000.0|0.0|145000.0|145000.0|0.0|0.0|-3.0
518|SalePrice|1|1|107000.0|107000.0|107000.0|107000.0|107000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|107000.0|107000.0|0.0|107000.0|107000.0|0.0|0.0|-3.0
520|SalePrice|3|2|220000.0|110000.0|109886.3|110000.0||1|33.33|50000000.0|7071.07|0|0.0|0|0.0|2|66.67|1|33.33|2|105000.0|115000.0|10000.0|107500.0|112500.0|5000.0|0.0|-2.0
521|SalePrice|1|1|135500.0|135500.0|135500.0|135500.0|135500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|135500.0|135500.0|0.0|135500.0|135500.0|0.0|0.0|-3.0
523|SalePrice|1|1|154900.0|154900.0|154900.0|154900.0|154900.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|154900.0|154900.0|0.0|154900.0|154900.0|0.0|0.0|-3.0
524|SalePrice|3|1|79000.0|79000.0|79000.0|79000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|79000.0|79000.0|0.0|79000.0|79000.0|0.0|0.0|-3.0
525|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
526|SalePrice|1|1|81000.0|81000.0|81000.0|81000.0|81000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|81000.0|81000.0|0.0|81000.0|81000.0|0.0|0.0|-3.0
527|SalePrice|1|1|107500.0|107500.0|107500.0|107500.0|107500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|107500.0|107500.0|0.0|107500.0|107500.0|0.0|0.0|-3.0
528|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
530|SalePrice|3|2|288500.0|144250.0|137613.59|144250.0|187500.0|1|33.33|3741125000.0|61164.74|0|0.0|0|0.0|2|66.67|1|33.33|2|101000.0|187500.0|86500.0|122625.0|165875.0|43250.0|0.0|-2.0
531|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
532|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
533|SalePrice|1|1|139000.0|139000.0|139000.0|139000.0|139000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|139000.0|139000.0|0.0|139000.0|139000.0|0.0|0.0|-3.0
534|SalePrice|2|2|254000.0|127000.0|125079.97|127000.0|105000.0|1|50.0|968000000.0|31112.7|0|0.0|0|0.0|2|100.0|0|0.0|2|105000.0|149000.0|44000.0|116000.0|138000.0|22000.0|0.0|-2.0
536|SalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
537|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
539|SalePrice|2|1|116900.0|116900.0|116900.0|116900.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|116900.0|116900.0|0.0|116900.0|116900.0|0.0|0.0|-3.0
540|SalePrice|1|1|153900.0|153900.0|153900.0|153900.0|153900.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|153900.0|153900.0|0.0|153900.0|153900.0|0.0|0.0|-3.0
541|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
544|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
545|SalePrice|1|1|139500.0|139500.0|139500.0|139500.0|139500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|139500.0|139500.0|0.0|139500.0|139500.0|0.0|0.0|-3.0
546|SalePrice|23|8|763500.0|95437.5|94498.2|94250.0||15|65.22|207888392.86|14418.34|0|0.0|0|0.0|8|34.78|15|65.22|8|75000.0|118000.0|43000.0|86875.0|101375.0|14500.0|0.32|-0.91
547|SalePrice|1|1|127500.0|127500.0|127500.0|127500.0|127500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|127500.0|127500.0|0.0|127500.0|127500.0|0.0|0.0|-3.0
548|SalePrice|3|1|110000.0|110000.0|110000.0|110000.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|110000.0|110000.0|0.0|110000.0|110000.0|0.0|0.0|-3.0
549|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
550|SalePrice|5|2|239000.0|119500.0|119264.41|119500.0||3|60.0|112500000.0|10606.6|0|0.0|0|0.0|2|40.0|3|60.0|2|112000.0|127000.0|15000.0|115750.0|123250.0|7500.0|0.0|-2.0
551|SalePrice|4|4|688424.0|172106.0|150771.78|141900.0|135000.0|1|25.0|11385509477.33|106702.9|0|0.0|0|0.0|4|100.0|0|0.0|4|79000.0|325624.0|246624.0|121000.0|193006.0|72006.0|0.87|-0.83
552|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
554|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
556|SalePrice|1|1|140000.0|140000.0|140000.0|140000.0|140000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|140000.0|140000.0|0.0|140000.0|140000.0|0.0|0.0|-3.0
557|SalePrice|1|1|125500.0|125500.0|125500.0|125500.0|125500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|125500.0|125500.0|0.0|125500.0|125500.0|0.0|0.0|-3.0
558|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
560|SalePrice|3|2|260000.0|130000.0|127573.51|130000.0||1|33.33|1250000000.0|35355.34|0|0.0|0|0.0|2|66.67|1|33.33|2|105000.0|155000.0|50000.0|117500.0|142500.0|25000.0|0.0|-2.0
561|SalePrice|2|1|124900.0|124900.0|124900.0|124900.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|124900.0|124900.0|0.0|124900.0|124900.0|0.0|0.0|-3.0
563|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
564|SalePrice|4|2|226000.0|113000.0|112960.17|113000.0||2|50.0|18000000.0|4242.64|0|0.0|0|0.0|2|50.0|2|50.0|2|110000.0|116000.0|6000.0|111500.0|114500.0|3000.0|0.0|-2.0
566|SalePrice|1|1|143000.0|143000.0|143000.0|143000.0|143000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|143000.0|143000.0|0.0|143000.0|143000.0|0.0|0.0|-3.0
567|SalePrice|6|2|216000.0|108000.0|106131.99|108000.0||4|66.67|800000000.0|28284.27|0|0.0|0|0.0|2|33.33|4|66.67|2|88000.0|128000.0|40000.0|98000.0|118000.0|20000.0|0.0|-2.0
568|SalePrice|3|2|582950.0|291475.0|243321.7|291475.0|451950.0|1|33.33|51504451250.0|226945.92|0|0.0|0|0.0|2|66.67|1|33.33|2|131000.0|451950.0|320950.0|211237.5|371712.5|160475.0|0.0|-2.0
570|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
571|SalePrice|1|1|239799.0|239799.0|239799.0|239799.0|239799.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|239799.0|239799.0|0.0|239799.0|239799.0|0.0|0.0|-3.0
573|SalePrice|1|1|261500.0|261500.0|261500.0|261500.0|261500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|261500.0|261500.0|0.0|261500.0|261500.0|0.0|0.0|-3.0
574|SalePrice|2|2|517500.0|258750.0|228582.59|258750.0|137500.0|1|50.0|29403125000.0|171473.39|0|0.0|0|0.0|2|100.0|0|0.0|2|137500.0|380000.0|242500.0|198125.0|319375.0|121250.0|0.0|-2.0
576|SalePrice|3|2|178000.0|89000.0|88910.07|89000.0||1|33.33|32000000.0|5656.85|0|0.0|0|0.0|2|66.67|1|33.33|2|85000.0|93000.0|8000.0|87000.0|91000.0|4000.0|0.0|-2.0
