LotArea|Attr|size|count|sum|mean|geo_mean|median|mode|mode_cnt|mode_prct|var|sdev|neg_cnt|neg_perc|zero_cnt|zero_perc|pos_cnt|pos_perc|nan_cnt|nan_perc|nunique|minimum|maximum|range|quartile_1|quartile_3|iqr|skew|kurtosis
2205|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
2217|SalePrice|1|1|88000.0|88000.0|88000.0|88000.0|88000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|88000.0|88000.0|0.0|88000.0|88000.0|0.0|0.0|-3.0
2268|SalePrice|1|1|173000.0|173000.0|173000.0|173000.0|173000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|173000.0|173000.0|0.0|173000.0|173000.0|0.0|0.0|-3.0
2280|SalePrice|9|3|473900.0|157966.67|157265.67|148500.0||6|66.67|346103333.33|18603.85|0|0.0|0|0.0|3|33.33|6|66.67|3|146000.0|179400.0|33400.0|147250.0|163950.0|16700.0|0.69|-1.5
2289|SalePrice|1|1|148500.0|148500.0|148500.0|148500.0|148500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|148500.0|148500.0|0.0|148500.0|148500.0|0.0|0.0|-3.0
2304|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
2308|SalePrice|4|2|302000.0|151000.0|150947.01|151000.0||2|50.0|32000000.0|5656.85|0|0.0|0|0.0|2|50.0|2|50.0|2|147000.0|155000.0|8000.0|149000.0|153000.0|4000.0|0.0|-2.0
2349|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
2364|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
2368|SalePrice|1|1|125000.0|125000.0|125000.0|125000.0|125000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|125000.0|125000.0|0.0|125000.0|125000.0|0.0|0.0|-3.0
2394|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
2403|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
2448|SalePrice|2|1|154000.0|154000.0|154000.0|154000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|154000.0|154000.0|0.0|154000.0|154000.0|0.0|0.0|-3.0
2500|SalePrice|1|1|155000.0|155000.0|155000.0|155000.0|155000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|155000.0|155000.0|0.0|155000.0|155000.0|0.0|0.0|-3.0
2522|SalePrice|4|3|397500.0|132500.0|132453.41|130000.0|130000.0|2|50.0|18750000.0|4330.13|0|0.0|0|0.0|3|75.0|1|25.0|2|130000.0|137500.0|7500.0|130000.0|133750.0|3750.0|0.71|-1.5
2529|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
2544|SalePrice|4|1|147400.0|147400.0|147400.0|147400.0||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|147400.0|147400.0|0.0|147400.0|147400.0|0.0|0.0|-3.0
2572|SalePrice|1|1|155000.0|155000.0|155000.0|155000.0|155000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|155000.0|155000.0|0.0|155000.0|155000.0|0.0|0.0|-3.0
2592|SalePrice|1|1|85000.0|85000.0|85000.0|85000.0|85000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|85000.0|85000.0|0.0|85000.0|85000.0|0.0|0.0|-3.0
2628|SalePrice|1|1|175500.0|175500.0|175500.0|175500.0|175500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|175500.0|175500.0|0.0|175500.0|175500.0|0.0|0.0|-3.0
2645|SalePrice|4|2|346500.0|173250.0|173248.38|173250.0||2|50.0|1125000.0|1060.66|0|0.0|0|0.0|2|50.0|2|50.0|2|172500.0|174000.0|1500.0|172875.0|173625.0|750.0|0.0|-2.0
2651|SalePrice|1|1|165000.0|165000.0|165000.0|165000.0|165000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|165000.0|165000.0|0.0|165000.0|165000.0|0.0|0.0|-3.0
2665|SalePrice|4|2|242000.0|121000.0|120851.15|121000.0||2|50.0|72000000.0|8485.28|0|0.0|0|0.0|2|50.0|2|50.0|2|115000.0|127000.0|12000.0|118000.0|124000.0|6000.0|0.0|-2.0
2760|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
2880|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
2887|SalePrice|1|1|173000.0|173000.0|173000.0|173000.0|173000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|173000.0|173000.0|0.0|173000.0|173000.0|0.0|0.0|-3.0
2938|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
2980|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
2998|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
3000|SalePrice|2|1|173733.0|173733.0|173733.0|173733.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|173733.0|173733.0|0.0|173733.0|173733.0|0.0|0.0|-3.0
3010|SalePrice|2|1|167240.0|167240.0|167240.0|167240.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|167240.0|167240.0|0.0|167240.0|167240.0|0.0|0.0|-3.0
3013|SalePrice|1|1|213490.0|213490.0|213490.0|213490.0|213490.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|213490.0|213490.0|0.0|213490.0|213490.0|0.0|0.0|-3.0
3068|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
3072|SalePrice|2|1|178740.0|178740.0|178740.0|178740.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|178740.0|178740.0|0.0|178740.0|178740.0|0.0|0.0|-3.0
3087|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
3136|SalePrice|1|1|171750.0|171750.0|171750.0|171750.0|171750.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|171750.0|171750.0|0.0|171750.0|171750.0|0.0|0.0|-3.0
3153|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
3180|SalePrice|4|2|295152.0|147576.0|147536.27|147576.0||2|50.0|23447552.0|4842.27|0|0.0|0|0.0|2|50.0|2|50.0|2|144152.0|151000.0|6848.0|145864.0|149288.0|3424.0|0.0|-2.0
3182|SalePrice|8|7|1227595.0|175370.71|174577.52|181000.0|151000.0|1|12.5|318248170.24|17839.51|0|0.0|0|0.0|7|87.5|1|12.5|7|151000.0|192500.0|41500.0|160047.5|191500.0|31452.5|-0.26|-1.68
3196|SalePrice|2|2|449000.0|224500.0|224298.91|224500.0|215000.0|1|50.0|180500000.0|13435.03|0|0.0|0|0.0|2|100.0|0|0.0|2|215000.0|234000.0|19000.0|219750.0|229250.0|9500.0|0.0|-2.0
3203|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
3215|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
3230|SalePrice|2|2|348500.0|174250.0|174241.21|174250.0|172500.0|1|50.0|6125000.0|2474.87|0|0.0|0|0.0|2|100.0|0|0.0|2|172500.0|176000.0|3500.0|173375.0|175125.0|1750.0|0.0|-2.0
3242|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
3300|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
3316|SalePrice|1|1|197000.0|197000.0|197000.0|197000.0|197000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|197000.0|197000.0|0.0|197000.0|197000.0|0.0|0.0|-3.0
3363|SalePrice|1|1|130000.0|130000.0|130000.0|130000.0|130000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|130000.0|130000.0|0.0|130000.0|130000.0|0.0|0.0|-3.0
3378|SalePrice|1|1|135000.0|135000.0|135000.0|135000.0|135000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|135000.0|135000.0|0.0|135000.0|135000.0|0.0|0.0|-3.0
3435|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
3480|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
3500|SalePrice|2|1|110000.0|110000.0|110000.0|110000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|110000.0|110000.0|0.0|110000.0|110000.0|0.0|0.0|-3.0
3515|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
3523|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
3600|SalePrice|3|1|114504.0|114504.0|114504.0|114504.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|114504.0|114504.0|0.0|114504.0|114504.0|0.0|0.0|-3.0
3604|SalePrice|1|1|146000.0|146000.0|146000.0|146000.0|146000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|146000.0|146000.0|0.0|146000.0|146000.0|0.0|0.0|-3.0
3606|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
3621|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
3628|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
3635|SalePrice|1|1|175900.0|175900.0|175900.0|175900.0|175900.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|175900.0|175900.0|0.0|175900.0|175900.0|0.0|0.0|-3.0
3636|SalePrice|1|1|55000.0|55000.0|55000.0|55000.0|55000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|55000.0|55000.0|0.0|55000.0|55000.0|0.0|0.0|-3.0
3672|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
3675|SalePrice|6|3|433000.0|144333.33|144295.43|145000.0||3|50.0|16333333.33|4041.45|0|0.0|0|0.0|3|50.0|3|50.0|3|140000.0|148000.0|8000.0|142500.0|146500.0|4000.0|-0.29|-1.5
3684|SalePrice|1|1|174000.0|174000.0|174000.0|174000.0|174000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|174000.0|174000.0|0.0|174000.0|174000.0|0.0|0.0|-3.0
3696|SalePrice|1|1|170000.0|170000.0|170000.0|170000.0|170000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|170000.0|170000.0|0.0|170000.0|170000.0|0.0|0.0|-3.0
3701|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
3710|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
3735|SalePrice|1|1|183900.0|183900.0|183900.0|183900.0|183900.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|183900.0|183900.0|0.0|183900.0|183900.0|0.0|0.0|-3.0
3768|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
3784|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
3811|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
3830|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
3842|SalePrice|2|1|275000.0|275000.0|275000.0|275000.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|275000.0|275000.0|0.0|275000.0|275000.0|0.0|0.0|-3.0
3843|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
3869|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
3880|SalePrice|1|1|110500.0|110500.0|110500.0|110500.0|110500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|110500.0|110500.0|0.0|110500.0|110500.0|0.0|0.0|-3.0
3901|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
3903|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
3907|SalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
3922|SalePrice|2|2|366701.0|183350.5|183029.16|183350.5|194201.0|1|50.0|235466700.5|15344.92|0|0.0|0|0.0|2|100.0|0|0.0|2|172500.0|194201.0|21701.0|177925.25|188775.75|10850.5|0.0|-2.0
3940|SalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
3950|SalePrice|1|1|115000.0|115000.0|115000.0|115000.0|115000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|115000.0|115000.0|0.0|115000.0|115000.0|0.0|0.0|-3.0
3951|SalePrice|2|1|164500.0|164500.0|164500.0|164500.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|164500.0|164500.0|0.0|164500.0|164500.0|0.0|0.0|-3.0
3960|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
3964|SalePrice|1|1|151400.0|151400.0|151400.0|151400.0|151400.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|151400.0|151400.0|0.0|151400.0|151400.0|0.0|0.0|-3.0
3982|SalePrice|1|1|264561.0|264561.0|264561.0|264561.0|264561.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|264561.0|264561.0|0.0|264561.0|264561.0|0.0|0.0|-3.0
4000|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
4017|SalePrice|1|1|171900.0|171900.0|171900.0|171900.0|171900.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|171900.0|171900.0|0.0|171900.0|171900.0|0.0|0.0|-3.0
4043|SalePrice|3|2|267500.0|133750.0|133603.89|133750.0||1|33.33|78125000.0|8838.83|0|0.0|0|0.0|2|66.67|1|33.33|2|127500.0|140000.0|12500.0|130625.0|136875.0|6250.0|0.0|-2.0
4045|SalePrice|1|1|246578.0|246578.0|246578.0|246578.0|246578.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|246578.0|246578.0|0.0|246578.0|246578.0|0.0|0.0|-3.0
4054|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
4058|SalePrice|1|1|133000.0|133000.0|133000.0|133000.0|133000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|133000.0|133000.0|0.0|133000.0|133000.0|0.0|0.0|-3.0
4060|SalePrice|2|2|280900.0|140450.0|134468.96|140450.0|181000.0|1|50.0|3288605000.0|57346.36|0|0.0|0|0.0|2|100.0|0|0.0|2|99900.0|181000.0|81100.0|120175.0|160725.0|40550.0|0.0|-2.0
4080|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
4084|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
4109|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
4113|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
4118|SalePrice|1|1|52500.0|52500.0|52500.0|52500.0|52500.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|52500.0|52500.0|0.0|52500.0|52500.0|0.0|0.0|-3.0
4130|SalePrice|1|1|52000.0|52000.0|52000.0|52000.0|52000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|52000.0|52000.0|0.0|52000.0|52000.0|0.0|0.0|-3.0
4217|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
4224|SalePrice|3|2|263900.0|131950.0|131934.07|131950.0||1|33.33|8405000.0|2899.14|0|0.0|0|0.0|2|66.67|1|33.33|2|129900.0|134000.0|4100.0|130925.0|132975.0|2050.0|0.0|-2.0
4230|SalePrice|1|1|208900.0|208900.0|208900.0|208900.0|208900.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|208900.0|208900.0|0.0|208900.0|208900.0|0.0|0.0|-3.0
4235|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
4251|SalePrice|1|1|164700.0|164700.0|164700.0|164700.0|164700.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|164700.0|164700.0|0.0|164700.0|164700.0|0.0|0.0|-3.0
4270|SalePrice|1|1|79000.0|79000.0|79000.0|79000.0|79000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|79000.0|79000.0|0.0|79000.0|79000.0|0.0|0.0|-3.0
4274|SalePrice|1|1|199900.0|199900.0|199900.0|199900.0|199900.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|199900.0|199900.0|0.0|199900.0|199900.0|0.0|0.0|-3.0
4280|SalePrice|2|1|90350.0|90350.0|90350.0|90350.0||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|90350.0|90350.0|0.0|90350.0|90350.0|0.0|0.0|-3.0
4282|SalePrice|1|1|196000.0|196000.0|196000.0|196000.0|196000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|196000.0|196000.0|0.0|196000.0|196000.0|0.0|0.0|-3.0
4330|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
4347|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
4379|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
4385|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
4388|SalePrice|1|1|87000.0|87000.0|87000.0|87000.0|87000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|87000.0|87000.0|0.0|87000.0|87000.0|0.0|0.0|-3.0
4400|SalePrice|1|1|116000.0|116000.0|116000.0|116000.0|116000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|116000.0|116000.0|0.0|116000.0|116000.0|0.0|0.0|-3.0
4403|SalePrice|1|1|222000.0|222000.0|222000.0|222000.0|222000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|222000.0|222000.0|0.0|222000.0|222000.0|0.0|0.0|-3.0
4426|SalePrice|4|3|433300.0|144433.33|144390.4|143000.0|143000.0|1|25.0|18763333.33|4331.67|0|0.0|0|0.0|3|75.0|1|25.0|3|141000.0|149300.0|8300.0|142000.0|146150.0|4150.0|0.54|-1.5
4435|SalePrice|7|5|707900.0|141580.0|141344.53|140000.0||2|28.57|85207000.0|9230.76|0|0.0|0|0.0|5|71.43|2|28.57|5|131500.0|155900.0|24400.0|136500.0|144000.0|7500.0|0.64|-0.72
4438|SalePrice|2|2|293500.0|146750.0|146732.75|146750.0|144500.0|1|50.0|10125000.0|3181.98|0|0.0|0|0.0|2|100.0|0|0.0|2|144500.0|149000.0|4500.0|145625.0|147875.0|2250.0|0.0|-2.0
4447|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
4456|SalePrice|1|1|113000.0|113000.0|113000.0|113000.0|113000.0|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|113000.0|113000.0|0.0|113000.0|113000.0|0.0|0.0|-3.0
4480|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
4484|SalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
